branch_code,payment_method_code,year,month,total_issued,total_paid
1,1,2025,12,0.000000,98103.690000
1,1,2026,1,0.000000,99591.210000
1,1,2026,2,0.000000,82219.550000
1,1,2026,3,0.000000,117569.600000
1,1,2026,4,0.000000,99893.810000
1,1,2026,5,0.000000,61207.530000
1,2,2012,11,0.000000,392.000000
1,2,2012,12,0.000000,116.000000
1,2,2013,1,0.000000,5925.420000
1,2,2013,2,0.000000,3316.560000
1,2,2013,3,0.000000,3416.090000
1,2,2013,4,0.000000,3925.750000
1,2,2013,5,0.000000,2270.240000
1,2,2013,6,0.000000,4264.440000
1,2,2013,7,0.000000,5019.325000
1,2,2013,8,0.000000,5282.775000
1,2,2013,9,0.000000,4903.540000
1,2,2013,10,0.000000,4461.420000
1,2,2013,11,0.000000,4976.190000
1,2,2013,12,0.000000,4765.350000
1,2,2014,1,0.000000,5341.135000
1,2,2014,2,0.000000,3335.873000
1,2,2014,3,0.000000,5074.533000
1,2,2014,4,0.000000,3494.503000
1,2,2014,5,0.000000,3586.453000
1,2,2014,6,0.000000,3611.083000
1,2,2014,7,0.000000,3308.990000
1,2,2014,8,0.000000,4352.390000
1,2,2014,9,0.000000,4793.990000
1,2,2014,10,0.000000,4991.750000
1,2,2014,11,0.000000,4054.840000
1,2,2014,12,0.000000,2847.620000
1,2,2015,1,0.000000,3520.920000
1,2,2015,2,0.000000,1689.890000
1,2,2015,3,0.000000,4566.870000
1,2,2015,4,0.000000,3268.490000
1,2,2015,5,0.000000,4215.570000
1,2,2015,6,0.000000,6215.940000
1,2,2015,7,0.000000,5055.220000
1,2,2015,8,0.000000,4149.850000
1,2,2015,9,0.000000,4632.975000
1,2,2015,10,0.000000,3712.155000
1,2,2015,11,0.000000,5837.920000
1,2,2015,12,0.000000,7456.910000
1,2,2016,1,0.000000,7317.780000
1,2,2016,2,0.000000,5977.090000
1,2,2016,3,0.000000,3728.950000
1,2,2016,4,0.000000,5028.820000
1,2,2016,5,0.000000,6237.420000
1,2,2016,6,0.000000,4723.815000
1,2,2016,7,0.000000,4485.050000
1,2,2016,8,0.000000,5687.115000
1,2,2016,9,0.000000,5816.000000
1,2,2016,10,0.000000,5559.530000
1,2,2016,11,0.000000,5659.540000
1,2,2016,12,0.000000,5883.570000
1,2,2017,1,0.000000,5219.680000
1,2,2017,2,0.000000,4458.730000
1,2,2017,3,0.000000,6297.060000
1,2,2017,4,0.000000,5129.300000
1,2,2017,5,0.000000,6165.850000
1,2,2017,6,0.000000,7045.250000
1,2,2017,7,0.000000,5929.900000
1,2,2017,8,0.000000,3503.140000
1,2,2017,9,0.000000,4915.970000
1,2,2017,10,0.000000,5858.070000
1,2,2017,11,0.000000,4755.200000
1,2,2017,12,0.000000,5554.200000
1,2,2018,1,0.000000,5921.160000
1,2,2018,2,0.000000,6809.750000
1,2,2018,3,0.000000,4660.300000
1,2,2018,4,0.000000,5434.890000
1,2,2018,5,0.000000,7722.160000
1,2,2018,6,0.000000,14387.470000
1,2,2018,7,0.000000,923.200000
1,2,2018,8,0.000000,3030.190000
1,2,2018,9,0.000000,3432.550000
1,2,2018,10,0.000000,6009.950000
1,2,2018,11,0.000000,6247.430000
1,2,2018,12,0.000000,6467.970000
1,2,2019,1,0.000000,9019.230000
1,2,2019,2,0.000000,9755.400000
1,2,2019,3,0.000000,8866.470000
1,2,2019,4,0.000000,10807.590000
1,2,2019,5,0.000000,8545.030000
1,2,2019,6,0.000000,8293.150000
1,2,2019,7,0.000000,7296.390000
1,2,2019,8,0.000000,11375.290000
1,2,2019,9,0.000000,7441.910000
1,2,2019,10,0.000000,6529.740000
1,2,2019,11,0.000000,5374.110000
1,2,2019,12,0.000000,10659.820000
1,2,2020,1,0.000000,11197.450000
1,2,2020,2,0.000000,6678.430000
1,2,2020,3,0.000000,6852.970000
1,2,2020,4,0.000000,5810.670000
1,2,2020,5,0.000000,7252.400000
1,2,2020,6,0.000000,5306.580000
1,2,2020,7,0.000000,5491.010000
1,2,2020,8,0.000000,5757.850000
1,2,2020,9,0.000000,8319.050000
1,2,2020,10,0.000000,9484.880000
1,2,2020,11,0.000000,12673.810000
1,2,2020,12,0.000000,12568.500000
1,2,2021,1,0.000000,12849.940000
1,2,2021,2,0.000000,19457.090000
1,2,2021,3,0.000000,17327.130000
1,2,2021,4,0.000000,9561.220000
1,2,2021,5,0.000000,5641.970000
1,2,2021,6,0.000000,8126.730000
1,2,2021,7,0.000000,14330.050000
1,2,2021,8,0.000000,15553.900000
1,2,2021,9,0.000000,10773.500000
1,2,2021,10,0.000000,15854.500000
1,2,2021,11,0.000000,5349.000000
1,2,2021,12,0.000000,9161.000000
1,2,2022,1,0.000000,15519.400000
1,2,2022,2,0.000000,5892.500000
1,2,2022,3,0.000000,7458.590000
1,2,2022,4,0.000000,6871.000000
1,2,2022,5,0.000000,12272.200000
